SMILES,JAK1,pIC50_JAK1,JAK2,pIC50_JAK2,JAK3,pIC50_JAK3,TYK2,pIC50_TYK2
CCS(=O)(=O)N1CC(N(C)c2ncnc3[nH]ccc23)C2(CC2)C1,422,-2.625312451,,,,,198,-2.29666519
CCS(=O)(=O)N1CC[C@@H](N(C)c2ncnc3[nH]ccc23)C1,79,-1.897627091,2400,-3.380211242,,,,
CCS(=O)(=O)N1CC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,,,0.2469,0.60747891,0.6,0.22184875,,
CCS(=O)(=O)N1CC[C@H](N(C)c2ncnc3[nH]ccc23)C1,79,-1.897627091,2.4,-0.380211242,,,,
CCS(=O)(=O)N1CC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,,,0.2469,0.60747891,,,,
CCS(=O)(=O)N1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)CC1,1,0,12,-1.079181246,,,,
CCS(=O)(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,1,0,12,-1.079181246,,,,
CCS(=O)(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1,,,0.1612,0.792634963,0.35,0.455931956,,
CCS(=O)(=O)N1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1,25,-1.397940009,200,-2.301029996,,,,
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(=N)O)c(=NC4CC4)[nH]3)cc2)CC1,12,-1.079181246,6,-0.77815125,,,,
CCS(=O)(=O)N1CCN(c2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)CC1,,,150,-2.176091259,,,140,-2.146128036
CCS(=O)(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,,,150,-2.176091259,,,140,-2.146128036
CCS(=O)(=O)N1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,25,-1.397940009,200,-2.301029996,,,,
CCS(=O)(=O)Nc1cc(-c2c(C)cc(O)cc2C)cc2[nH]ncc12,2884.03,-3.459999774,1995.26,-3.299999496,76900,-4.88592634,6309.57,-3.799999763
CCS(=O)(=O)Nc1cc(-c2c(C)cc(O)cc2C)cc2n[nH]cc12,,,1995,-3.2999429,,,6310,-3.800029359
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(C)c2)cc2[nH]ncc12,295.12,-2.469998642,125.89,-2.099991234,3456,-3.538573734,794.33,-2.900000965
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(C)c2)cc2n[nH]cc12,,,126,-2.100370545,,,794,-2.899820502
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(Cl)c2)cc2[nH]ncc12,70.79,-1.849971912,19.95,-1.2999429,1100,-3.041392685,251.19,-2.400002346
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(Cl)c2)cc2n[nH]cc12,,,20,-1.301029996,,,,
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(F)c2)cc2[nH]ncc12,28.84,-1.459995256,7.943,-0.899984563,1782.92,-3.251131857,,
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(F)c2)cc2n[nH]cc12,,,7.9,-0.897627091,,,251,-2.399673721
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(OC)c2)cc2[nH]ncc12,851.14,-2.930001001,1000,-3,2420,-3.383815366,2511.89,-3.400000617
CCS(=O)(=O)Nc1cc(-c2ccc(O)c(OC)c2)cc2n[nH]cc12,,,1000,-3,,,2512,-3.400019635
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2)cc2[nH]ncc12,37.15,-1.569958818,10,-1,2189,-3.340245762,398.11,-2.600003087
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2)cc2n[nH]cc12,,,10,-1,,,398,-2.599883072
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2C)cc2[nH]ncc12,54.95,-1.739967697,31.62,-1.499961866,1880,-3.274157849,794.33,-2.900000965
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2C)cc2n[nH]cc12,,,32,-1.505149978,,,794,-2.899820502
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2Cl)cc2[nH]ncc12,19.05,-1.27989498,19.95,-1.2999429,750,-2.875061263,316.23,-2.500003068
CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2Cl)cc2n[nH]cc12,,,20,-1.301029996,,,316,-2.499687083
CCS(=O)(=O)Nc1cc2c(N[C@@H]3CC[C@@](C)(O)C3(C)C)c(C(N)=O)cnn2c1,83.9,-1.923761961,,,10,-1,,
CCS(=O)(=O)Nc1cc2c(N[C@H]3CC[C@](C)(O)C3(C)C)c(C(=N)O)cnn2c1,83.9,-1.923761961,,,,,,
CCS(=O)(=O)Nc1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,,,0.055,1.259637311,550,-2.740362689,,
ClC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,,,,,,,1.2,-0.079181246
ClC1=CN=C2NC1=NCc1cc(ccc1Br)OCCCc1cccc(c1)N2,100,-2,91,-1.959041392,,,300,-2.477121255
ClC1=CN=C2NC1=NCc1cc(ccc1-c1ccccc1)OCCCc1cccc(c1)N2,81,-1.908485019,41,-1.612783857,,,400,-2.602059991
ClC1=CN=C2NC1=NCc1cccc(c1)OCc1cccc(c1)N2,51,-1.707570176,49,-1.69019608,,,400,-2.602059991
ClC1=CN=C2NC1=NCc1cccc(c1)OCCc1cccc(c1)N2,13,-1.113943352,10,-1,,,35,-1.544068044
ClC1=CN=C2NC1=NCc1cccc(c1)OCCCc1cccc(c1)N2,,,,,,,25,-1.397940009
ClC1=CN=C2NC1=NCc1cccc(c1)OCCOc1cccc(c1)N2,16,-1.204119983,8.3,-0.919078092,,,43,-1.633468456
ClC1=CN=C2NC1=NCCc1cccc(c1)OCc1cccc(c1)N2,600,-2.77815125,333,-2.522444234,,,438,-2.641474111
ClC1=CN=C2NC1=NCCc1cccc(c1)OCCc1cccc(c1)N2,,,,,,,53,-1.72427587
ClC1=CN=C2NC1=NCCc1cccc(c1)OCCCc1cccc(c1)N2,300,-2.477121255,120,-2.079181246,,,400,-2.602059991
ClC1=CN=C2NC1=NCCCc1cccc(c1)OCCc1cccc(c1)N2,32,-1.505149978,25,-1.397940009,,,,
Clc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccn1,5.3,-0.72427587,21,-1.322219295,382,-2.582063363,,
Clc1ccc(C2(NC[C@H]3CC[C@H](c4nnn5cnc6[nH]ccc6c45)CC3)COC2)cc1,2.4,-0.380211242,12,-1.079181246,270,-2.431363764,790,-2.897627091
Clc1ccc(CCN[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,2.5,-0.397940009,37,-1.568201724,431,-2.63447727,65,-1.812913357
Clc1ccc(CCNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,2.6,-0.414973348,24,-1.380211242,190,-2.278753601,53,-1.72427587
Clc1ccc(CCNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,2.5,-0.397940009,37,-1.568201724,400,-2.602059991,65,-1.812913357
Clc1ccc(CCNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,2.6,-0.414973348,24,-1.380211242,170,-2.230448921,53,-1.72427587
Clc1ccc(CN[C@H]2CC[C@@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,16,-1.204119983,400,-2.602059991,,,150,-2.176091259
Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(Cl)n1,4.3,-0.633468456,23,-1.361727836,256,-2.408239965,610,-2.785329835
Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,3,-0.477121255,32,-1.505149978,499,-2.698100546,320,-2.505149978
Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cn1,2.6,-0.414973348,13,-1.113943352,46.4,-1.666517981,290,-2.462397998
Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,1.6,-0.204119983,4.4,-0.643452676,184.7,-2.266466895,100,-2
Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,,,,,,,57,-1.755874856
Clc1ccc(CNC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,2.9,-0.462397998,31,-1.491361694,213,-2.328379603,2.8,-0.447158031
Clc1ccc(CNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,16,-1.204119983,45,-1.653212514,520,-2.716003344,110,-2.041392685
Clc1ccc(-n2nnnc2Sc2ncnc3sccc23)cc1,,,2906,-3.46329561,,,,
Clc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,34,-1.531478917,190,-2.278753601,,,,
Clc1ccc(NC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,26,-1.414973348,250,-2.397940009,,,750,-2.875061263
Clc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,34,-1.531478917,190,-2.278753601,,,,
Clc1cccc(Nc2nc(Nc3cn[nH]c3)ncc2Cl)c1,3.4,-0.531478917,2,-0.301029996,5.1,-0.707570176,,
Clc1cnc2nc1NCc1cc(Br)cc(c1)OCCCc1cccc(c1)N2,15,-1.176091259,5,-0.698970004,19,-1.278753601,149,-2.173186268
Clc1cnc2nc1NCc1cc(ccc1Br)OCCCc1cccc(c1)N2,100,-2,91,-1.959041392,64.8,-1.811575006,300,-2.477121255
Clc1cnc2nc1NCc1cccc(c1)OCc1cccc(c1)N2,51,-1.707570176,49,-1.69019608,21,-1.322219295,400,-2.602059991
Clc1cnc2nc1NCc1cccc(c1)OCCc1cccc(c1)N2,13,-1.113943352,10,-1,12.4,-1.093421685,35,-1.544068044
Clc1cnc2nc1NCc1cccc(c1)OCCCc1cccc(c1)N2,4.2,-0.62324929,1.9,-0.278753601,3.6,-0.556302501,25,-1.397940009
Clc1cnc2nc1NCc1cccc(c1)OCCOc1cccc(c1)N2,,,,,,,43,-1.633468456
Clc1cnc2nc1NCCc1cccc(c1)OCc1cccc(c1)N2,,,,,,,438,-2.641474111
Clc1cnc2nc1NCCc1cccc(c1)OCCc1cccc(c1)N2,28,-1.447158031,23,-1.361727836,55,-1.740362689,,
Clc1cnc2nc1NCCc1cccc(c1)OCCCc1cccc(c1)N2,300,-2.477121255,120,-2.079181246,349,-2.542825427,400,-2.602059991
Clc1cnc2nc1NCCCc1cccc(c1)OCc1cccc(c1)N2,,,,,,,237,-2.374748346
Clc1cnc2nc1NCCCc1cccc(c1)OCCc1cccc(c1)N2,32,-1.505149978,25,-1.397940009,69.9,-1.844477176,106,-2.025305865
Clc1cnccc1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,10,-1,34,-1.531478917,438,-2.641474111,310,-2.491361694
Clc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,,,,,50000,-4.698970004,,
Clc1ncc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,92,-1.963787827,230,-2.361727836,680,-2.832508913,91,-1.959041392
ClCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,0.2,0.698970004,1,0,32,-1.505149978,1.2,-0.079181246
ClCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2,,,220,-2.342422681,,,470,-2.672097858
ClCCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,,,220,-2.342422681,,,470,-2.672097858
CN([C@@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1)C(C)(C)C,0.55,0.259637311,16,-1.204119983,,,,
CN([C@@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1)S(C)(=O)=O,1,0,6,-0.77815125,,,,
CN([C@@H]1CCC(n2cc(C(=N)O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1)C(C)(C)C1CC1,1,0,38,-1.579783597,,,,
CN([C@@H]1CCC(n2cc(C(=N)O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1)C1(C)COC1,0.65,0.187086643,7,-0.84509804,,,,
CN([C@@H]1CCN(c2ncnc3[nH]ccc23)C1)S(=O)(=O)C1CC1,,,550,-2.740362689,,,,
CN([C@@H]1CCN(c2ncnc3[nH]ccc23)C1)S(=O)(=O)c1cccc(C#N)c1,,,550,-2.740362689,,,,
CN([C@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1)S(C)(=O)=O,12,-1.079181246,46,-1.662757832,,,,
CN([C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1)C1(C)COC1,0.6,0.22184875,,,,,,
CN([C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1)S(C)(=O)=O,1,0,6,-0.77815125,,,,
CN([C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1)C(C)(C)C1CC1,1,0,38,-1.579783597,,,,
CN([C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1)C1(C)COC1,0.65,0.187086643,7,-0.84509804,,,,
CN(C#N)C1CCc2ccc(-c3ncnc4[nH]ccc34)cc21,814,-2.910624405,8623,-3.935658386,,,9487,-3.977128901
CN(C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)c1ccccc1,,,,,5.5,-0.740362689,,
CN(C(=O)[C@@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(O)nccc32)CO1)C(C)(C)C,0.1,1,2.07,-0.315970345,,,,
CN(C(=O)C1(C#N)CC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,,,550,-2.740362689,,,,
CN(C(=O)C1CC1)c1ccc(Nc2cc(NCc3cccc(F)c3F)c(C(N)=O)nn2)cc1,,,,,55,-1.740362689,,
CN(C(=O)c1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1)c1ccc(F)cc1,,,550,-2.740362689,,,,
CN(C(=O)c1ccc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1)c1ccccc1,,,0.55,0.259637311,,,,
CN(C(=O)CC#N)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,,,,,550,-2.740362689,,
CN(C(=O)CC#N)C1CCCN(c2ncnc3[nH]ccc23)C1,,,0.55,0.259637311,,,,
CN(C(=O)CC(F)(F)F)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,,,,,550,-2.740362689,,
CN(C(=O)N[C@H]1CCCN(S(C)(=O)=O)C1)c1cnc2[nH]ccc2n1,2225,-3.347330015,4410,-3.644438589,360,-2.556302501,,
CN(C(=O)Nc1ccc(C#N)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,,,550,-2.740362689,550,-2.740362689,,
CN(C(=O)Nc1ccc(C(F)(F)F)cc1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,,,550,-2.740362689,,,,
CN(C(=O)Nc1cccc(C#N)c1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,1.259637311,0.55,0.259637311,,,,
CN(C(=O)NC1CCOCC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,1.259637311,,,,,,
CN(C(=O)OC(C)(C)C)[C@H]1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,6.91,-0.839478047,81,-1.908485019,510,-2.707570176,,
CN(C(C)(C)C(=O)OC(C)(C)C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3ccnc(O)c23)cc1,1.9,-0.278753601,5.85,-0.767155866,,,,
CN(C(C)(C)C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3CCCC[C@H]3C#N)c3ccnc(O)c23)cc1,290,-2.462397998,680,-2.832508913,,,,
CN(C(C)(C)C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3CCCCC[C@H]3C#N)c3ccnc(O)c23)cc1,230,-2.361727836,18000,-4.255272505,,,,
CN(C(C)(C)C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)c3ccnc(O)c23)cc1,100,-2,300,-2.477121255,,,,
CN(C(C)(C)C)S(=O)(=O)c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3ccnc(O)c23)cc1,0.25,0.602059991,0.57,0.244125144,,,,
CN(C(C)(C)C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3ccnc(O)c23)cc1,0.7,0.15490196,1.07,-0.029383778,,,,
CN(C(C)(C)C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)C(C)(F)F)CC3)c3ccnc(O)c23)cc1,0.14,0.853871964,0.18,0.744727495,,,,
CN(C(C)(C)C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCOCC3)c3ccnc(O)c23)cc1,0.72,0.142667504,1.4,-0.146128036,,,,
CN(C(C1CC1)C1CC1)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@H](C#N)C1,0.15,0.823908741,2,-0.301029996,,,,
CN(C(C1CC1)C1CC1)[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1,7,-0.84509804,170,-2.230448921,,,,
CN(C(C1CC1)C1CC1)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1,0.15,0.823908741,2,-0.301029996,,,,
CN(C(O)=N[C@H]1CCCN(S(C)(=O)=O)C1)c1cnc2[nH]ccc2n1,2225,-3.347330015,4410,-3.644438589,,,,
CN(C(O)=Nc1cccc(C#N)c1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,,,550,-2.740362689,,,,
CN(C)/C=C(/C#N)C(=O)Nc1cccc(CNc2c(C(N)=O)cnn3cccc23)c1,,,,,1000,-3,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccc(C(F)(F)F)nc3)[nH]2)[C@H](C#N)C1,8,-0.903089987,400,-2.602059991,,,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccc(Cl)c(F)c3)[nH]2)[C@H](C#N)C1,2,-0.301029996,58,-1.763427994,,,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccc(OC(F)F)nc3)[nH]2)[C@H](C#N)C1,105,-2.021189299,1100,-3.041392685,,,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)[C@H](C#N)C1,0.65,0.187086643,32,-1.505149978,,,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccnc(F)c3)[nH]2)[C@H](C#N)C1,3,-0.477121255,110,-2.041392685,,,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@H](C#N)C1,0.3,0.522878745,14,-1.146128036,,,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(OC(F)F)cc3)n2)[C@H](C#N)C1,0.4,0.397940009,13,-1.113943352,,,,
CN(C)[C@@H]1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)[C@H](C#N)C1,105,-2.021189299,1100,-3.041392685,,,,
CN(C)[C@@H]1CC[C@@H](n2nc(Nc3ccc(Cl)cc3)c3c(O)nccc32)[C@H](C#N)C1,340,-2.531478917,11000,-4.041392685,,,,
CN(C)[C@@H]1CC[C@@H](n2nc(Nc3ccc(OC(F)(F)F)cc3)c3c(O)nccc32)[C@H](C#N)C1,330,-2.51851394,7000,-3.84509804,,,,
CN(C)[C@@H]1CC[C@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,305,-2.484299839,,,,,,
CN(C)[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1,0.35,0.455931956,21,-1.322219295,,,,
CN(C)[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)[C@@H](C#N)C1,5,-0.698970004,92,-1.963787827,,,,
CN(C)[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(OC(F)F)cc3)n2)[C@@H](C#N)C1,1,0,32,-1.505149978,,,,
CN(C)[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)[C@@H](C#N)C1,7,-0.84509804,100,-2,,,,
CN(C)[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)[C@@H](C#N)C1,12,-1.079181246,254,-2.404833717,,,,
CN(C)[C@@H]1CCC(n2cc(C(=N)O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@H](C#N)C1,0.3,0.522878745,9,-0.954242509,,,,
CN(C)[C@@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1,0.4,0.397940009,12,-1.079181246,,,,
CN(C)[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,21,-1.322219295,230,-2.361727836,,,,
CN(C)[C@@H]1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(=N[C@H]3CCCN(S(C)(=O)=O)C3)[nH]2)C1,,,0.0708,1.149966742,,,,
CN(C)[C@@H]1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(N[C@H]3CCCN(S(C)(=O)=O)C3)n2)C1,,,0.0708,1.149966742,0.15,0.823908741,,
CN(C)[C@@H]1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,21,-1.322219295,230,-2.361727836,,,,
CN(C)[C@H]1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(O)nccc32)CC1,16.1,-1.206825876,211,-2.324282455,,,,
CN(C)[C@H]1CC[C@@H](n2[nH]c(=Nc3ccc(Cl)c(F)c3)c3c(O)nccc32)[C@H](C#N)C1,1500,-3.176091259,19000,-4.278753601,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccc(C(F)(F)F)nc3)[nH]2)[C@H](C#N)C1,50,-1.698970004,800,-2.903089987,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccc(Cl)c(F)c3)[nH]2)[C@H](C#N)C1,7,-0.84509804,173,-2.238046103,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccc(OC(F)F)nc3)[nH]2)[C@H](C#N)C1,7,-0.84509804,,,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(=Nc3ccnc(F)c3)[nH]2)[C@H](C#N)C1,12,-1.079181246,254,-2.404833717,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@H](C#N)C1,0.35,0.455931956,21,-1.322219295,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1,2,-0.301029996,72,-1.857332496,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(OC(F)(F)F)cc3)n2)[C@H](C#N)C1,5,-0.698970004,92,-1.963787827,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(OC(F)F)cc3)n2)[C@H](C#N)C1,1,0,32,-1.505149978,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)[C@H](C#N)C1,50,-1.698970004,800,-2.903089987,,,,
CN(C)[C@H]1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)[C@H](C#N)C1,380,-2.579783597,,,,,,
CN(C)[C@H]1CC[C@@H](n2nc(Nc3ccc(Cl)cc3)c3c(O)nccc32)[C@H](C#N)C1,280,-2.447158031,11000,-4.041392685,,,,
CN(C)[C@H]1CC[C@@H](n2nc(Nc3ccc(OC(F)(F)F)cc3)c3c(O)nccc32)[C@H](C#N)C1,960,-2.982271233,22000,-4.342422681,,,,
CN(C)[C@H]1CC[C@](CC#N)(n2nc(Nc3ccc4c(c3)CN(C(C)(C)C)S4(=O)=O)c3c(O)nccc32)CC1,0.23,0.638272164,,,,,,
CN(C)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,23,-1.361727836,210,-2.322219295,,,800,-2.903089987
CN(C)[C@H]1CC[C@H](n2[nH]c(=Nc3ccc(Cl)c(F)c3)c3c(O)nccc32)[C@@H](C#N)C1,600,-2.77815125,14000,-4.146128036,,,,
CN(C)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1,0.3,0.522878745,14,-1.146128036,,,,
CN(C)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)[C@@H](C#N)C1,8,-0.903089987,145,-2.161368002,,,,
CN(C)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,1.5,-0.176091259,692,-2.840106094,1428,-3.154728207,13,-1.113943352
CN(C)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,2,-0.301029996,27,-1.431363764,,,,
CN(C)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)[C@@H](C#N)C1,0.75,0.124938737,18,-1.255272505,,,,
CN(C)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(OC(F)F)cc3)n2)[C@@H](C#N)C1,0.4,0.397940009,13,-1.113943352,,,,
CN(C)[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)[C@@H](C#N)C1,3,-0.477121255,110,-2.041392685,,,,
CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,1300,-3.113943352,550,-2.740362689,1700,-3.230448921,,
CN(C)[C@H]1CCN(C(=O)c2ccc3[nH]c4c(C(=N)O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,41,-1.612783857,140,-2.146128036,,,,
CN(C)[C@H]1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,41,-1.612783857,140,-2.146128036,67,-1.826074803,45,-1.653212514
CN(C)C(=O)/C(C#N)=C/c1ccc(-c2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1,,,,,679.9,-2.832445041,,
CN(C)C(=O)/C(C#N)=C/c1ccc(-c2nc3c[nH]c4nccc-4c3n2C2CCCCC2)o1,52,-1.716003344,3460,-3.539076099,,,11800,-4.071882007
