SMILES,JAK1,pIC50_JAK1,JAK2,pIC50_JAK2,JAK3,pIC50_JAK3,TYK2,pIC50_TYK2
CCNC(=O)c1ccc(Nc2nccc(N3C[C@@H]4C[C@H](C3)N4C(=O)C3CC3)n2)cc1,3473,-3.540704783,7851,-3.894924977,,,201,-2.303196057
CCNC(=O)c1ccc(Nc2nccc(N3C[C@@H]4C[C@H]3CN4C(=O)CC#N)n2)cc1,3714,-3.569841899,,,,,23,-1.361727836
CCNC(=O)c1ccc(Nc2nccc(N3C[C@@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cc1,122,-2.086359831,329,-2.517195898,,,32,-1.505149978
CCNC(=O)c1ccc(Nc2nccc(N3C[C@@H]4CC[C@H]3CN4C(=O)C3CC3)n2)cc1,,,,,,,148,-2.170261715
CCNC(=O)c1ccc(Nc2nccc(N3C[C@H]4C[C@@H]3CN4C(=O)CC#N)n2)cc1,,,,,,,2690,-3.42975228
CCNC(=O)c1ccc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cc1,122,-2.086359831,329,-2.517195898,,,32,-1.505149978
CCNC(=O)c1ccc(Nc2nccc(N3CC4CC(C3)N4C(=O)C(C)(F)F)n2)cc1,955,-2.980003372,1855,-3.268343914,,,62,-1.792391689
CCNC(=O)c1ccc(Nc2nccc(N3CC4CC(C3)N4C(=O)C(F)(F)F)n2)cc1C,3790,-3.57863921,3309,-3.519696767,,,64,-1.806179974
CCNC(=O)c1ccc(Nc2nccc(N3CCN(C(=O)CC#N)CC3)n2)cc1,3062,-3.486005186,1083,-3.034628457,9999,-3.999956568,368,-2.565847819
CCNC(=O)c1cccc(Nc2cc(Nc3cc(C)c(F)cn3)ncc2C(=O)NC)c1OC,,,,,,,28,-1.447158031
CCNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,133,-2.123851641,48,-1.681241237,1024.27,-3.010414453,1070,-3.029383778
CCNC(=O)c1n[nH]c2cc(-c3cc(F)c(O)cc3CC(F)(F)F)[nH]c(=NCc3nccnc3N(CC)S(C)(=O)=O)c12,32.9,-1.517195898,101,-2.004321374,,,1033,-3.014100322
CCNC(=O)c1n[nH]c2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3nccnc3N(CC)S(C)(=O)=O)c12,,,,,198,-2.29666519,,
CCNC(=O)c1ncc(Nc2ncc(F)c(N3C[C@@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cc1C,385,-2.58546073,12166,-4.085147812,5500,-3.740362689,48,-1.681241237
CCNC(=O)c1ncc(Nc2nccc(N3C[C@@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cc1C,757,-2.87909588,745,-2.872156273,,,79,-1.897627091
CCNC(=O)N1[C@@H]2CC[C@@H]1CN(c1ccnc(Nc3cnn(C)c3)n1)C2,104,-2.017033339,538,-2.730782276,,,71,-1.851258349
CCNC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,,,,,101,-2.004321374,,
CCNC(c1ccc(N=c2[nH]n([C@@H](CC#N)C3CC3)c3ccnc(O)c23)cc1F)C(F)(F)F,390,-2.591064607,480,-2.681241237,,,,
CCNC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3ccnc(O)c23)cc1)C(F)(F)F,160,-2.204119983,280,-2.447158031,,,,
CCNC(c1ccc(Nc2nn([C@@H]3CCC[C@H]3C#N)c3ccnc(O)c23)cc1)C(F)(F)F,190,-2.278753601,310,-2.491361694,,,,
CCNC(c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)c3ccnc(O)c23)cc1)C(F)(F)F,80,-1.903089987,140,-2.146128036,,,,
CCNC(c1ccc(Nc2nn([C@]3(CC#N)CC[C@@H](C(=O)OC(C)(C)C)OC3)c3ccnc(O)c23)cc1)C(F)(F)F,0.24,0.619788758,0.31,0.508638306,,,,
CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.4,-0.86923172,47,-1.672097858,,,140,-2.146128036
CCNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12,,,,,,,17,-1.230448921
CCNC1CCC(n2cc(C(=N)O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@H](C#N)C1,0.2,0.698970004,11,-1.041392685,,,,
CCNC1CCC(Nc2cc[nH]c(=O)c2-c2nc3ccccc3[nH]2)CC1,0.3,0.522878745,,,,,,
CCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12,,,230,-2.361727836,7570,-3.87909588,,
CCNS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,39,-1.591064607,377,-2.57634135,,,,
CCNS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,141,-2.149219113,1390,-3.1430148,,,,
CCNS(=O)(=O)N1CC2CC(N=c3[nH]c(Nc4cnn(C)c4)ncc3Cl)CC2C1,2,-0.301029996,,,,,,
CCNS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,141,-2.149219113,1390,-3.1430148,,,,
CCOC(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1,,,,,100,-2,,
CCOC(=O)C(C)(C)C(O)(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3ccnc(O)c23)cc1)C(F)(F)F,1500,-3.176091259,3640,-3.561101384,,,,
CCOC(=O)C(C)(C)C(O)(c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3ccnc(O)c23)cc1)C(F)(F)F,1.07,-0.029383778,2.53,-0.403120521,,,,
CCOC(=O)C(C)(C)N(C)S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3ccnc(O)c23)cc1,390,-2.591064607,800,-2.903089987,,,,
CCOC(=O)C(C)N=C(O)N1CC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)C1,38,-1.579783597,558,-2.746634199,,,,
CCOC(=O)C(C)NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,38,-1.579783597,558,-2.746634199,,,,
CCOC(=O)C(CC)n1c(=O)c2cc(OC)c(OC)cc2c2cnc3[nH]ccc3c21,1.91,-0.281033367,10.55,-1.02325246,32.1,-1.506505032,17.4,-1.240549248
CCOC(=O)c1c[nH]c2ncnc(C3=CCCCC3)c12,,,62,-1.792391689,7.8,-0.892094603,,
CCOC(=O)c1c[nH]c2ncnc(-c3cc4ccccc4s3)c12,,,54,-1.73239376,5.6,-0.748188027,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(C)c(N)c3)c12,,,78,-1.892094603,5.5,-0.740362689,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(-c4ccccc4)cc3)c12,,,47,-1.672097858,5.5,-0.740362689,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(Cl)c(N)c3)c12,,,125,-2.096910013,9,-0.954242509,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(CO)c(N)c3)c12,,,215,-2.33243846,10,-1,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N(C)C)cc3)c12,,,90,-1.954242509,5,-0.698970004,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N)cc3)c12,,,53,-1.72427587,3.5,-0.544068044,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(-n4cccn4)cc3)c12,,,121,-2.08278537,9,-0.954242509,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(O)cc3)c12,,,134,-2.127104798,7.6,-0.880813592,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(OC)cc3)c12,,,134,-2.127104798,7.6,-0.880813592,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4[nH]ncc4c3)c12,,,98,-1.991226076,8,-0.903089987,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)CCN4)c12,,,35,-1.544068044,2.5,-0.397940009,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)OCO4)c12,,,66,-1.819543936,5.5,-0.740362689,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(F)n(C)nc4c3)c12,,,339,-2.530199698,10,-1,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4cc[nH]c4c3)c12,,,137,-2.136720567,13.8,-1.139879086,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4ccccc4c3)c12,,,186,-2.269512944,11,-1.041392685,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(C)c3)c12,,,143,-2.155336037,9.2,-0.963787827,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(Cl)c3)c12,,,145,-2.161368002,10.7,-1.029383778,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(F)c3)c12,,,121,-2.08278537,11.9,-1.075546961,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)/C(C)=C/CN(C)C)c3)c12,,,,,8.1,-0.908485019,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)/C=C/C(C)=O)c3)c12,,,,,6.6,-0.819543936,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)/C=C/c4c[nH]c5ccccc45)c3)c12,,,,,3.6,-0.556302501,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)/C=C/c4nccs4)c3)c12,,,496,-2.695481676,5.5,-0.740362689,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)/C=C/CN(C)C)c3)c12,,,,,0.14,0.853871964,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)/C=C/COC)c3)c12,,,,,3.4,-0.531478917,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C4=CC(=O)CC4)c3)c12,,,,,0.58,0.236572006,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(Nc4nc(Cl)ns4)c3)c12,,,109,-2.037426498,12.9,-1.11058971,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(O)c3)c12,,,127,-2.103803721,7.5,-0.875061263,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(OCC(F)(F)F)c3)c12,,,73,-1.86332286,5.2,-0.716003344,,
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(OCc4ccccc4)c3)c12,,,62,-1.792391689,5,-0.698970004,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccccc3)c12,,,91,-1.959041392,7.5,-0.875061263,,
CCOC(=O)c1c[nH]c2ncnc(-c3ccccc3F)c12,,,168,-2.225309282,9,-0.954242509,,
CCOC(=O)c1cccc(N=c2[nH]c(=N)n(C(=O)c3c(F)cccc3F)[nH]2)c1,990,-2.995635195,,,,,1720,-3.235528447
CCOC(=O)c1cccc(N=c2[nH]c(=N)n(C(=O)c3ccccc3F)[nH]2)c1,,,,,,,6040,-3.781036939
CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3ccccc3F)n2)c1,,,,,,,6040,-3.781036939
CCOC(=O)C1CCN(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)c5ccc(OC)cc5)C4)cnc3C#N)cc2)CC1,,,,,62,-1.792391689,,
CCOC(=O)c1cnc2[nH]cnc(C3=CCCCC3)c1-2,,,62,-1.792391689,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cc4ccccc4o3)c1-2,,,61,-1.785329835,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cc4ccccc4s3)c1-2,,,54,-1.73239376,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc(C)c(N)c3)c1-2,,,78,-1.892094603,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc(Cl)c(N)c3)c1-2,,,125,-2.096910013,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc(CO)c(N)c3)c1-2,,,215,-2.33243846,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc4c(c3)OCO4)c1-2,,,66,-1.819543936,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc4c(F)n(C)nc4c3)c1-2,,,339,-2.530199698,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc4cc[nH]c4c3)c1-2,,,137,-2.136720567,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc4ccccc4c3)c1-2,,,186,-2.269512944,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccc4n[nH]cc4c3)c1-2,,,98,-1.991226076,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(Cl)c3)c1-2,,,145,-2.161368002,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(F)c3)c1-2,,,121,-2.08278537,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(N=C(O)/C=C/c4ccccn4)c3)c1-2,,,452,-2.655138435,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(N=C(O)/C=C/c4nccs4)c3)c1-2,,,496,-2.695481676,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(N=c4nc(Cl)[nH]s4)c3)c1-2,,,109,-2.037426498,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(O)c3)c1-2,,,127,-2.103803721,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(OCC(F)(F)F)c3)c1-2,,,73,-1.86332286,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3cccc(OCc4ccccc4)c3)c1-2,,,62,-1.792391689,,,,
CCOC(=O)c1cnc2[nH]cnc(-c3ccccc3)c1-2,,,91,-1.959041392,,,,
CCOC(=O)c1cnn(-c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4ccnc(O)c34)cc2C)c1,700,-2.84509804,3570,-3.552668216,,,,
CCOC(=O)c1cnn(-c2ccc(Nc3nn([C@@H]4CCCC[C@H]4C#N)c4ccnc(O)c34)cc2C)c1,1700,-3.230448921,5900,-3.770852012,,,,
CCOC(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,17,-1.230448921,44,-1.643452676,362,-2.558708571,580,-2.763427994
CCOC(=O)COC(=O)N1CC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)C1,39,-1.591064607,484,-2.684845362,,,,
CCOC(=O)COC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,39,-1.591064607,484,-2.684845362,,,,
CCOC(=O)COC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,6,-0.77815125,187,-2.271841607,,,,
CCOC(=O)COC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,3,-0.477121255,73,-1.86332286,,,,
CCOC(=O)COC(=O)N1CC[C@H](n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,3,-0.477121255,73,-1.86332286,,,,
CCOC(=O)COC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,323,-2.509202522,1395,-3.144574208,,,,
CCOC(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCCC5)CC4)cc3)n2)C1,,,,,62,-1.792391689,,
CCOC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)C1,5,-0.698970004,62,-1.792391689,,,,
CCOC(=O)N1CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,200,-2.301029996,1196,-3.07773118,,,,
CCOC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,200,-2.301029996,1196,-3.07773118,,,,
CCOC(=O)N1CC2CC(N=c3[nH]c(Nc4cnn(C)c4)ncc3Cl)CC2C1,8,-0.903089987,136,-2.133538908,,,,
CCOC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(O)nccc32)CC1,0.12,0.920818754,0.29,0.537602002,,,,
CCOC(=O)N1CCC[C@@H](Nc2c(C(=N)O)cnn3cc(-c4ccccc4)cc23)C1,903.3,-2.95583201,,,,,,
CCOC(C)n1cc(-c2nc(-c3cnn(C)c3)cn3nccc23)cn1,5500,-3.740362689,5500,-3.740362689,5500,-3.740362689,5500,-3.740362689
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,,,,,4243,-3.627673032,,
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,,,,,4426,-3.64601141,,
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,,,,,9100,-3.959041392,,
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,,,,,7670,-3.884795364,,
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@@H](C)CCC[C@H]1C,,,,,8798,-3.944383958,,
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1C[C@H](C)N[C@H](C)C1,,,,,8010,-3.903632516,,
CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C(=N)N(C)C)cc4)n3)C2)cc1,,,,,550,-2.740362689,,
CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C(=N)N5CCCC5)cc4)n3)C2)cc1,,,,,550,-2.740362689,,
CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C5=NCCN5C)cc4)n3)C2)cc1,,,,,557.3,-2.746089043,,
CCOc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,,,223.03,-2.348363284,1600,-3.204119983,,
CCOc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,,,159.91,-2.203875623,3790,-3.57863921,,
CCOc1ccc(-c2c(OC)ccc3nc(N=C(O)C4CC4)nn23)cc1,3012,-3.478854968,,,,,,
CCOc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(=N)O)cnn3c2)cn1,,,30,-1.477121255,,,38,-1.579783597
CCOc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,4,-0.602059991,30,-1.477121255,1.1,-0.041392685,38,-1.579783597
CCOc1ccc(-c2cccc3nc(=NC(=O)C4CC4)[nH]n23)cc1,27,-1.431363764,,,,,,
CCOc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,27,-1.431363764,,,,,,
CCOc1ccc(-c2cccn3nc(N=C(O)C4CC4)nc23)cc1,67,-1.826074803,,,,,,
CCOc1ccc(-c2cccn3nc(NC(=O)C4CC4)nc23)cc1,67,-1.826074803,,,,,,
CCOc1ccc(-c2cncc3nc(NC(=O)C4CC4)nn23)cc1,3098,-3.491081413,,,,,,
CCOc1ccc(-c2nccc3nc(N=C(O)C4CC4)nn23)cc1,418,-2.621176282,,,,,,
CCOc1ccc(-c2nccc3nc(NC(=O)C4CC4)nn23)cc1,418,-2.621176282,,,,,,
CCOc1ccc(Cl)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,,,33.44,-1.524266269,,,,
CCOc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,3,-0.477121255,46,-1.662757832,,,,
CCOc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1,2,-0.301029996,69,-1.838849091,,,,
CCOc1ccc(Nc2nc(CCl)nc(=N)[nH]2)cc1,,,1924,-3.284205068,,,,
CCOc1cccc(N2CCC(CC#N)(n3cc(C(=N)O)c(Nc4ccc(F)cc4)n3)CC2)n1,45,-1.653212514,861,-2.935003151,,,,
CCOc1cccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)n1,45,-1.653212514,861,-2.935003151,,,,
CCOc1ccccc1-c1cccn2[nH]c(=Nc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)CC4)nc12,,,1103.03,-3.042587324,,,,
CCOc1ccccc1-c1cccn2[nH]c(=Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,,,70.04,-1.845346137,,,,
CCOc1ccccc1-c1cccn2[nH]c(=Nc3ccc4c(c3)CCNCC4)nc12,,,130.71,-2.116308815,,,,
CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)CC4)nc12,,,1103.03,-3.042587324,2793.21,-3.446103588,,
CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,,,70.04,-1.845346137,275,-2.439332694,,
CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,,,130.71,-2.116308815,673,-2.828015064,,
CCOc1ccccc1CN1CCC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)CC1,69,-1.838849091,842,-2.925312091,,,,
CCOc1ccccc1CN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,69,-1.838849091,842,-2.925312091,,,,
CCOc1ccccc1N=C(O)N1CC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)C1,62,-1.792391689,507,-2.705007959,,,,
CCOc1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,62,-1.792391689,507,-2.705007959,,,,
CCOc1cnc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)cn1,,,550,-2.740362689,,,,
CCOc1ncc(-c2cc3c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4CF)c(C(=N)O)cnn3c2)cn1,1.8,-0.255272505,,,,,,
CCOc1ncc(-c2cc3c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4CF)c(C(N)=O)cnn3c2)cn1,1.8,-0.255272505,,,16,-1.204119983,,
CCOc1ncc(-c2cnc3[nH]ccc3n2)c(N[C@H]2CCCN(S(C)(=O)=O)C2)n1,,,0.1413,0.849857838,0.2,0.698970004,,
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(N=C(O)[C@H](CC)N4CCN(C)CC4)cccc23)n1,,,5010,-3.699837726,,,,
CCOCCO[C@@H]1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,6.31,-0.800029359,16.8,-1.225309282,275,-2.439332694,,
CCOP(=O)(CCn1cc(-c2ccc(-c3nc(-c4ccnc(O)c4)c(-c4ccc(F)cc4)[nH]3)cc2)nn1)OCC,2.4,-0.380211242,4200,-3.62324929,,,,
CCOP(=O)(OCC)O[C@@H]1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,0.0235,1.628932138,0.116,0.935542011,3,-0.477121255,,
CCOP(=O)(OCC)O[C@@H]1CCCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,0.0235,1.628932138,0.116,0.935542011,1.8,-0.255272505,,
CCOP(=O)(OCC)O[C@H]1CCCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,0.0235,1.628932138,0.116,0.935542011,,,,
CCS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,721,-2.857935265,5437,-3.735359333,,,,
CCS(=O)(=O)c1ccc(-c2ccc3[nH][nH]c(=N)c3c2)cc1,,,790,-2.897627091,,,,
CCS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,,,790,-2.897627091,,,,
CCS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3ccnc(O)c23)cc1,0.44,0.356547324,1.38,-0.139879086,,,,
CCS(=O)(=O)c1ccc(Nc2nn(C3CCCC[C@@H]3C#N)cc2C(N)=O)cc1,0.35,0.455931956,4,-0.602059991,,,,
CCS(=O)(=O)c1ccc(Nc2nn(C3CCCC[C@H]3C#N)cc2C(=N)O)cc1,0.35,0.455931956,4,-0.602059991,,,,
CCS(=O)(=O)c1ccc2cc1CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,,,100,-2,,,,
CCS(=O)(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(=O)NC,,,,,,,8,-0.903089987
CCS(=O)(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(O)=NC,1000,-3,1900,-3.278753601,,,4400,-3.643452676
CCS(=O)(=O)CC1CC(N(C)c2ncnc3[nH]ccc23)C1,57,-1.755874856,471,-2.673020907,,,721,-2.857935265
CCS(=O)(=O)CCOc1ccc2cc1CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,,,110,-2.041392685,,,,
CCS(=O)(=O)CNc1cc2cc(c1)Nc1nccc(n1)-c1cccc(c1)OCC/C=C/CN(C)C2,,,18,-1.255272505,,,,
CCS(=O)(=O)N(C)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,,,,,550,-2.740362689,,
CCS(=O)(=O)N(C)c1ccccc1CN=c1[nH]c(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12,5.3,-0.72427587,26.6,-1.424881637,,,35.7,-1.552668216
CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12,,,,,130,-2.113943352,,
CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12,,,,,170,-2.230448921,,
CCS(=O)(=O)N1C[C@H](N(C)c2ncnc3[nH]ccc23)C2(CC2)C1,7.2,-0.857332496,180,-2.255272505,,,,
CCS(=O)(=O)N1CC(CC#N)(n2cc(C(=N)O)c(=Nc3ccccc3)[nH]2)C1,115,-2.06069784,404,-2.606381365,,,,
CCS(=O)(=O)N1CC(CC#N)(n2cc(C(=N)O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)C1,27,-1.431363764,38,-1.579783597,,,,
CCS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCS(=O)(=O)CC4)cc3)n2)C1,27,-1.431363764,38,-1.579783597,,,,
CCS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,115,-2.06069784,404,-2.606381365,,,,
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3nc[nH]c4nccc3-4)cn2)C1,,,290,-2.462397998,,,,
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-0.602059991,7,-0.84509804,787,-2.895974732,61,-1.785329835
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-0.602059991,5.7,-0.755874856,,,53,-1.72427587
